SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531814,TIRUPATI SAR,X ,Q,19.90,20.15,19.00,19.45,19.45,19.35,38,17076,330569.00,
531816,PANORAM UNI ,B ,Q,8.30,8.95,8.30,8.49,8.88,8.18,96,23487,203132.00,
531822,RODIUM      ,X ,Q,152.70,152.70,152.00,152.35,152.00,152.70,31,5611,855762.00,
531840,IEC EDU     ,X ,Q,3.51,3.51,3.51,3.51,3.51,3.68,1,150,526.00,
531841,INDUSFINL   ,XT,Q,12.78,13.40,12.78,13.40,13.40,13.45,23,5200,66457.00,
531842,LAHOTI OVER.,X ,Q,21.50,21.95,21.00,21.20,21.20,21.95,36,3633,77488.00,
531845,ZENITH BIRLA,T ,Q,1.37,1.50,1.37,1.38,1.44,1.44,95,137451,191890.00,
531859,ORIENTAL VEN,X ,Q,525.00,542.25,524.00,539.85,539.85,522.25,20,240,127542.00,
531861,JOINDRE CAPI,X ,Q,30.40,31.00,29.00,29.25,29.25,30.40,49,8021,236081.00,
531862,BHARATAGRI  ,X ,Q,143.95,143.95,137.95,137.95,138.00,142.25,4,300,42065.00,
531867,UNITECH INTE,SS,Q,6.25,7.90,6.25,7.28,7.65,7.31,29,6151,42437.00,
531869,SACHETA MET.,SS,Q,46.00,48.00,42.50,44.10,44.00,46.90,46,7357,325822.00,
531879,PIONEER DIS.,B ,Q,177.00,205.00,176.00,196.50,196.50,171.25,819,40547,8031778.00,
531881,GMETCOAL    ,XT,Q,29.55,29.55,29.55,29.55,29.55,28.15,6,295,8717.00,
531882,KWALITYLTD  ,A ,Q,58.40,59.05,54.90,55.50,55.50,57.15,4384,804434,45537135.00,
531888,REXNORD ELE.,X ,Q,61.60,62.65,60.75,62.10,62.10,61.50,15,1417,87156.00,
531889,INTEG.TECH. ,X ,Q,1.70,1.70,1.70,1.70,1.70,1.70,1,80,136.00,
531892,KHANDWALA SE,B ,Q,17.75,17.75,17.75,17.75,17.75,16.95,2,264,4686.00,
531893,SAWACA BUSI ,ST,Q,1.45,1.45,1.45,1.45,1.45,1.47,1,500,725.00,
531898,SANGUINE MD ,XT,Q,0.50,0.50,0.50,0.50,0.50,0.51,1,1,0.00,
531900,CCL INTER   ,X ,Q,11.72,11.72,11.72,11.72,11.72,11.95,7,3301,38687.00,
531917,TWINSTAR SOF,X ,Q,2.26,2.26,1.86,2.05,2.05,2.06,27,7351,14042.00,
531919,MUDIT FINLEA,X ,Q,61.10,61.10,61.10,61.10,61.10,58.50,1,1,61.00,
531921,AGAR IND COR,T ,Q,340.00,357.95,336.50,357.95,357.95,348.50,4,143,48512.00,
531923,DHAMPURE SGR,X ,Q,14.65,16.00,14.65,15.70,15.80,15.25,9,1124,17582.00,
531925,SHANTANU SHE,ST,Q,3.29,3.29,3.29,3.29,3.29,3.37,4,2071,6813.00,
531934,SUPREME TEX ,T ,Q,1.10,1.10,1.10,1.10,1.10,1.15,37,20344,22378.00,
531944,SERVOTEACH  ,XT,Q,2.31,2.31,2.31,2.31,2.31,2.20,1,240,554.00,
531950,VERTEX SEC. ,X ,Q,2.55,2.84,2.31,2.41,2.41,2.40,60,56866,143012.00,
531952,RIBA TEXTILS,X ,Q,94.00,94.25,88.50,89.90,90.00,91.65,241,77717,7107133.00,
531962,SHREMETAL   ,XT,Q,5.81,5.81,5.81,5.81,5.81,6.10,1,100,581.00,
531977,CHARTERLOGIS,X ,Q,17.65,21.00,17.65,17.95,18.00,17.55,521,706382,14162397.00,
531978,AMBIKA COTTO,B ,Q,1301.00,1310.00,1300.00,1303.65,1303.00,1305.25,17,261,340800.00,
531979,HIND ALUMIN ,X ,Q,113.00,114.95,111.30,112.80,111.65,113.45,38,1794,202781.00,
531989,DECCAN POLYP,XT,Q,3.16,3.16,3.16,3.16,3.16,3.16,1,100,316.00,
531991,AMRAWOR AGRI,XT,Q,0.26,0.27,0.26,0.27,0.27,0.27,4,529,142.00,
532001,INDUCTO STL.,XT,Q,24.80,24.80,24.80,24.80,24.80,23.65,2,135,3348.00,
532005,SAM INDUS.  ,X ,Q,16.80,16.80,16.80,16.80,16.80,16.00,2,184,3091.00,
532007,SHREEVAT.FIN,ST,Q,5.03,5.03,5.03,5.03,5.03,4.80,4,600,3018.00,
532022,FILAT FASH  ,X ,Q,3.04,3.04,3.03,3.03,3.03,3.04,21,18050,54867.00,
532033,JAIN STUDIOS,T ,Q,3.48,3.48,3.48,3.48,3.48,3.32,3,1300,4524.00,
532039,ZENOTECH    ,X ,Q,46.00,48.00,44.50,46.15,46.30,45.65,46,23003,1055548.00,
532051,SWELECT     ,B ,Q,409.65,426.80,409.65,420.30,420.00,410.60,73,1278,536768.00,
532053,WALLFORT FIN,X ,Q,120.95,120.95,118.40,120.10,120.30,117.50,41,1221,146552.00,
532054,KDDL LTD    ,B ,Q,493.00,494.30,450.00,494.30,494.30,449.40,202,7235,3482042.00,
532067,KILPEST (I) ,XT,Q,144.00,144.90,137.35,143.85,143.85,144.50,29,2752,389056.00,
532070,SUPERB PAPER,X ,Q,29.80,29.80,29.80,29.80,29.80,30.45,1,50,1490.00,
532072,INTER DIGI  ,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,1,1000,150.00,
532081,KSERASERA   ,T ,Q,0.24,0.24,0.24,0.24,0.24,0.23,17,146018,35044.00,
532090,VANDANA     ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.20,10,12366,2473.00,
532097,MUKAND ENGG.,B ,Q,39.40,43.90,38.00,43.00,43.00,39.95,281,42052,1697292.00,
532114,AREALTY     ,X ,Q,1.76,1.76,1.76,1.76,1.76,1.85,6,4751,8361.00,
532121,DENA BANK   ,A ,Q,20.10,20.20,19.60,20.10,20.10,19.85,534,247290,4933661.00,
532123,BSE  INFRA  ,B ,Q,4.00,4.28,4.00,4.13,4.19,4.14,11,9105,37626.00,
532129,HEXAWARE TEC,A ,Q,399.55,415.50,399.40,406.30,406.30,401.45,1574,94256,38629217.00,
532134,BANKBARODA  ,A ,Q,148.00,151.50,145.95,150.30,150.30,147.95,6043,1268170,188790008.00,
532141,ANDHRA CEMEN,T ,Q,11.00,11.82,11.00,11.49,11.35,11.26,73,36356,421563.00,
532143,SKM EGG PROD,B ,Q,88.00,89.35,87.05,88.00,88.25,88.80,105,7649,673954.00,
532144,WELCORP     ,A ,Q,139.60,140.20,136.00,138.45,138.45,139.35,707,84234,11613865.00,
532145,H.S.(I) LTD.,X ,Q,10.02,11.97,10.02,11.72,11.96,11.58,28,4555,47535.00,
532149,BNK OF INDIA,A ,Q,111.00,113.90,108.25,113.10,113.10,110.80,5822,1417794,157776365.00,
532150,INDRAPRAST  ,B ,Q,49.65,50.65,49.65,50.20,50.20,49.65,101,8753,439217.00,
532155,GAIL (I) LTD,A ,Q,331.00,335.50,330.15,333.70,332.90,332.45,4260,68998,22938455.00,
532156,VAIBHAVGBL  ,B ,Q,676.45,680.75,672.40,674.65,674.90,673.10,25,254,171286.00,
532162,JK PAPER    ,B ,Q,146.30,150.00,146.30,147.30,147.70,146.80,792,63909,9491714.00,
532163,SAREGAMA (I),B ,Q,740.00,747.65,731.00,739.30,739.00,749.35,700,22547,16684722.00,
532166,ALKA SECUR. ,ST,Q,0.34,0.34,0.34,0.34,0.34,0.35,9,4600,1564.00,
532172,SPHEREGSL   ,B ,Q,32.90,32.95,32.50,32.55,32.50,32.80,5,2120,69707.00,
532173,CYBERTECH   ,B ,Q,68.25,68.95,67.00,67.55,67.25,68.80,55,5523,375157.00,
532174,ICICI BANK  ,A ,Q,278.15,283.00,277.20,280.60,280.60,277.90,6763,895738,250643914.00,
532175,CYIENT      ,A ,Q,647.30,657.20,638.40,647.60,645.00,643.55,701,11848,7685727.00,
532178,ENGINRS.(I) ,A ,Q,167.00,167.00,162.60,164.15,164.55,166.55,1281,63609,10455964.00,
532179,CORPN.BANK  ,A ,Q,31.80,32.30,31.40,31.95,31.95,31.90,212,40000,1273520.00,
532180,DHANALAK.BNK,B ,Q,23.00,23.55,22.95,23.35,23.00,23.10,150,44689,1037326.00,
532181,GUJ.MINERAL ,A ,Q,137.00,138.25,132.50,136.65,136.10,135.60,229,21050,2857518.00,
532183,GAYATRI SUGR,X ,Q,10.30,10.30,9.75,9.91,9.91,9.98,116,298395,2982206.00,
532187,INDUSIND BNK,A ,Q,1832.00,1837.00,1814.50,1823.80,1822.00,1831.15,841,25415,46385899.00,
532189,INDIA TOURIS,B ,Q,462.35,469.65,454.00,456.90,456.90,462.85,371,8213,3791507.00,
532209,J & K BANK  ,A ,Q,58.85,58.85,57.60,58.30,58.30,58.35,427,63072,3668026.00,
532210,CITY UNION  ,A ,Q,171.00,176.85,171.00,176.30,176.30,176.40,112,5390,949830.00,
532212,ARCHIES LTD ,B ,Q,34.10,34.50,33.70,34.00,34.00,33.95,88,12375,423893.00,
532215,AXIS BANK   ,A ,Q,505.00,505.00,495.50,500.70,500.70,503.15,2017,173444,86539692.00,
532218,SOUTH IND.BK,A ,Q,24.60,25.40,24.30,25.30,25.35,24.55,952,671045,16715937.00,
532219,ENERGY DEV. ,B ,Q,21.30,22.00,21.10,22.00,22.00,20.05,77,20059,437536.00,
532221,SONATA SOFT.,B ,Q,321.15,326.80,318.25,322.95,324.05,325.40,601,25163,8104945.00,
532230,BENGAL TEA &,X ,Q,55.30,59.00,55.00,59.00,59.00,57.35,5,475,26540.00,
532234,NAT.ALUM    ,A ,Q,72.10,72.50,70.00,70.40,70.40,72.00,1807,865791,61409893.00,
532240,INDIA NIPPON,B ,Q,486.05,504.45,486.00,500.40,500.00,496.00,31,230,114300.00,
532254,POLARIS     ,A ,Q,472.35,474.10,470.05,470.15,470.05,472.25,190,2372,1120017.00,
532256,NALWA SONS  ,B ,Q,1204.00,1204.05,1204.00,1204.05,1204.05,1200.10,2,12,14448.00,
532259,APAR INDUS. ,B ,Q,772.55,775.00,756.60,770.05,773.00,770.65,40,408,314511.00,
532268,ACCELYA     ,B ,Q,1351.20,1364.00,1351.20,1358.50,1356.05,1357.00,13,66,89586.00,
532271,CYBERMATE   ,X ,Q,3.00,3.00,2.70,2.77,2.75,2.78,49,48386,137297.00,
532276,SYNDICATE BN,A ,Q,60.00,61.20,58.90,60.50,60.50,59.95,1339,396180,23859628.00,
532281,HCL TECHNO  ,A ,Q,975.00,975.00,951.85,953.40,953.40,963.25,1375,60533,58085534.00,
532282,CASTEXTECH  ,T ,Q,4.28,4.31,4.28,4.31,4.31,4.11,59,72427,311864.00,
532284,TCFC FINANCE,X ,Q,33.70,39.00,33.70,35.25,35.25,36.10,28,2539,91043.00,
532285,GEOJITFSL   ,B ,Q,95.00,96.40,94.05,94.80,94.50,95.40,132,14601,1385732.00,
532286,JINDAL STE  ,A ,Q,233.90,241.70,233.05,240.15,240.15,235.90,7448,1332767,317508482.00,
532290,BLB LTD.    ,B ,Q,5.02,6.11,5.02,5.74,5.80,5.56,22,6152,36363.00,
532296,GLENMARK PHA,A ,Q,552.10,565.00,547.40,562.85,562.85,555.65,1174,46653,26019530.00,
532300,WOCKHARDT   ,A ,Q,767.40,782.70,766.80,770.70,770.70,766.30,2256,89033,68922029.00,
532301,TATA COFFEE ,B ,Q,125.95,126.20,124.60,125.80,125.80,125.05,518,49327,6196331.00,
532305,IND-SWIFT LA,B ,Q,59.00,64.00,59.00,63.50,63.15,59.90,29,3722,228296.00,
532309,GEPIL       ,B ,Q,890.00,892.15,859.80,875.60,884.00,886.10,118,1700,1484123.00,
532310,SHREE RAMA  ,B ,Q,12.11,12.65,12.11,12.54,12.59,11.96,17,7288,91080.00,
532313,MAHINDRALIFE,A ,Q,457.85,457.90,445.00,447.80,450.00,451.65,68,1116,503736.00,
532318,GEMINI COMMU,T ,Q,1.10,1.20,1.10,1.20,1.20,1.15,6,7765,8962.00,
532321,CADILA HEALT,A ,Q,394.10,397.75,391.05,393.60,393.60,394.00,804,29933,11801458.00,
532323,SHIVA CEMENT,X ,Q,29.50,32.00,29.00,31.40,31.40,29.10,1720,714618,22183014.00,
532324,CINEVISTA   ,B ,Q,9.83,9.86,9.61,9.61,9.61,9.10,15,2570,25171.00,
532326,INTENS TECH ,B ,Q,83.90,83.90,79.55,81.20,81.10,81.65,52,4821,391520.00,
532329,DANLAW TECH.,X ,Q,70.05,77.70,70.00,73.55,73.50,71.00,64,8897,654341.00,
532330,BIOPAC INDIA,XT,Q,25.20,25.20,23.55,25.00,25.05,24.05,27,1566,37692.00,
532331,AJANTA PHARM,A ,Q,1395.30,1407.50,1380.10,1393.90,1388.75,1392.80,416,7159,10002484.00,
532339,COMPUCOM SOF,B ,Q,13.22,14.20,13.22,13.72,13.80,13.04,108,27657,379287.00,
532341,IZMO        ,B ,Q,103.70,110.90,102.75,106.90,106.90,103.25,944,97343,10424534.00,
532342,COMMEX TECH ,XT,Q,0.56,0.58,0.54,0.58,0.58,0.56,11,7607,4328.00,
532343,TVS MOTOR L ,A ,Q,651.00,653.95,638.00,645.40,647.45,648.80,1601,50052,32205417.00,
532345,GATI LTD.   ,A ,Q,98.05,99.50,97.25,98.55,98.55,97.10,558,56307,5525532.00,
532348,SUBEX LTX   ,B ,Q,8.23,8.30,8.20,8.22,8.25,8.32,367,328727,2706533.00,
532349,TRANSPORT CO,B ,Q,286.00,287.05,283.00,284.45,286.20,288.35,62,705,200703.00,
532350,PADMALAYA TE,XT,Q,3.43,3.60,3.35,3.60,3.60,3.43,18,15682,56379.00,
532351,AKSH OPTIFIB,B ,Q,37.60,37.80,34.90,36.85,36.85,37.60,1970,661739,24252709.00,
532355,PICTURHOUSE ,SS,Q,3.41,3.99,3.41,3.99,3.99,4.15,6,892,3217.00,
532356,TRIVENI ENGG,B ,Q,42.95,43.90,42.80,43.70,43.70,42.75,261,31894,1387223.00,
532357,MUKTA ARTS  ,B ,Q,65.65,68.60,65.60,68.45,68.45,66.85,107,12584,849315.00,
532362,NAGPUR POWER,X ,Q,38.80,38.80,35.20,36.80,38.80,35.10,16,2214,80600.00,
532365,DYNACONS SYS,B ,Q,38.90,40.40,38.90,40.40,40.40,39.05,13,1079,42673.00,
532366,PNB GILTS   ,B ,Q,37.90,39.10,37.90,38.85,38.65,38.00,325,55622,2149872.00,
532368,YBRANTDIGI  ,T ,Q,5.90,5.90,5.34,5.42,5.35,5.62,144,203563,1134845.00,
532369,RAMCO INDS. ,B ,Q,257.15,260.85,253.00,255.50,255.50,259.05,160,5972,1529257.00,
532370,RAMCO  SYSTM,B ,Q,396.50,397.00,385.75,386.90,386.55,394.55,126,1673,652346.00,
532371,TATA TELESER,B ,Q,5.71,6.45,5.71,6.37,6.37,5.92,424,372586,2303017.00,
532372,VIRINCHI    ,X ,Q,114.00,115.40,112.00,114.05,114.05,112.45,299,29010,3293275.00,
532373,WEPSOLN     ,X ,Q,43.65,43.70,41.20,42.75,41.20,42.00,5,500,21382.00,
532374,STER TECH   ,A ,Q,339.35,339.35,329.10,330.10,330.10,339.35,2351,228793,75964791.00,
532375,TIPSINDUSTR ,B ,Q,100.75,102.00,100.75,102.00,102.00,99.15,2,550,56037.00,
532379,FIRSTOBJ    ,XT,Q,14.90,14.90,14.90,14.90,14.90,15.35,1,250,3725.00,
532380,BABA ARTS   ,SS,Q,2.15,2.82,2.15,2.82,2.82,2.35,75,109263,305185.00,
532382,BALAJI TELE.,B ,Q,132.10,139.40,132.10,136.75,136.75,133.45,666,30662,4196830.00,
532384,TYCHE INDS  ,X ,Q,108.90,109.00,106.90,107.70,108.00,108.50,18,1156,124981.00,
532386,CALIFORN.SOF,B ,Q,41.35,41.35,36.00,36.90,36.90,40.00,65,6461,239923.00,
532387,PRITISHN COM,B ,Q,17.90,18.20,17.05,18.20,18.20,16.65,8,1400,24650.00,
532388,INDIAN OVER.,A ,Q,18.25,18.25,17.70,18.05,18.05,17.95,194,56707,1015463.00,
532390,TAJ GVK HOTL,B ,Q,169.10,176.00,168.00,175.00,175.95,169.15,138,6160,1058190.00,
532391,OPTO CIRCUIT,B ,Q,8.60,9.04,8.46,8.95,8.90,8.55,204,182323,1587164.00,
532392,CREATIVE EYE,B ,Q,4.19,4.19,4.19,4.19,4.19,4.12,1,1,4.00,
532395,AXISCADES   ,B ,Q,152.05,155.40,151.60,154.20,155.00,151.75,310,19331,2965772.00,
532397,ARMS PAPER  ,Z ,Q,1.15,1.15,1.15,1.15,1.15,1.10,1,100,115.00,
532400,KPIT        ,A ,Q,220.00,227.00,219.65,224.30,224.30,221.70,1225,593973,133307322.00,
532401,VIJAYA BANK ,A ,Q,55.95,57.00,55.40,56.05,56.05,55.30,487,90566,5072668.00,
532406,AVANTEL LTD ,X ,Q,539.00,539.00,515.00,530.00,530.00,526.40,46,1825,963346.00,
532407,MOSCHIP SEMI,X ,Q,31.90,32.40,31.05,31.35,31.35,31.70,153,73633,2333110.00,
532408,MEGASOFT LTD,B ,Q,12.99,13.10,12.62,12.97,13.10,12.57,25,7887,100289.00,
532410,TRANSCORP IN,X ,Q,33.65,33.65,33.65,33.65,33.65,33.55,1,60,2019.00,
532411,VISESH INFO.,T ,Q,0.23,0.23,0.23,0.23,0.23,0.23,9,55608,12789.00,
532413,CEREBRA INTE,B ,Q,57.25,58.00,56.25,56.80,56.65,58.30,302,46572,2656233.00,
532414,IKF TECHNO  ,XT,Q,0.58,0.58,0.58,0.58,0.58,0.56,18,21048,12207.00,
532416,MID-DAY MULT,B ,Q,15.90,15.95,15.15,15.45,15.45,14.70,9,1005,15813.00,
532418,ANDHRA BANK ,A ,Q,44.45,45.70,43.30,45.35,45.35,44.25,1347,498804,22182066.00,
532419,SMARTLINK   ,B ,Q,117.95,117.95,102.10,103.50,103.00,107.50,2019,122752,13139305.00,
532424,GODREJ CONS ,A ,Q,1085.80,1094.00,1085.00,1088.95,1087.20,1087.45,2084,75186,81919251.00,
532425,GULSHAN CHEM,XT,Q,3.65,3.83,3.65,3.83,3.83,3.65,2,200,748.00,
532430,BF UTILI    ,A ,Q,402.00,412.80,398.20,406.85,406.85,404.20,2069,104126,42255489.00,
532432,UNITD SPR   ,B ,Q,3285.00,3343.00,3271.20,3322.60,3311.00,3254.05,2076,28796,95360362.00,
532439,GOLDST INFRA,B ,Q,178.00,182.50,176.65,178.35,177.00,177.95,284,20806,3738982.00,
532440,MPS LTD     ,B ,Q,524.70,524.70,509.00,510.65,509.05,514.45,61,1655,848349.00,
532443,CERA SANITAR,B ,Q,3378.70,3378.70,3320.00,3344.25,3331.00,3378.40,85,953,3207795.00,
532444,T. SPIRITUAL,XT,Q,1.11,1.11,1.11,1.11,1.11,1.13,2,1119,1242.00,
532454,BHARTI ARTL ,A ,Q,394.00,396.55,383.10,385.40,385.40,393.95,3933,323817,125457053.00,
532455,SHALIMAR WIR,X ,Q,16.40,17.75,16.40,16.80,16.80,16.50,17,3031,51356.00,
532456,COMPUAGE INF,B ,Q,45.25,45.30,43.10,43.90,43.95,44.35,48,5073,221401.00,
532457,GULSHAN POLY,B ,Q,73.00,74.20,73.00,73.50,73.50,72.80,15,1745,128060.00,
532459,AUNDE IND   ,XT,Q,58.95,58.95,55.00,58.95,58.95,56.20,9,1174,65533.00,
532461,PUNJAB NATIO,A ,Q,97.55,102.75,95.80,102.00,102.00,97.25,15749,4455618,445158944.00,
532466,ORACLE FIN  ,A ,Q,3875.00,3934.00,3863.65,3921.50,3921.50,3921.35,90,349,1357900.00,
532467,HAZ MUL PRO ,XT,Q,0.82,0.82,0.82,0.82,0.82,0.86,3,10250,8405.00,
532468,KAMAHOLDING ,B ,Q,4370.00,4800.00,4170.05,4551.30,4600.00,4342.45,54,399,1814540.00,
532475,APTECH LTD  ,B ,Q,264.00,278.90,264.00,272.80,272.80,265.00,4191,234582,63983624.00,
532477,UNION BANK L,A ,Q,101.20,102.80,98.50,102.10,102.10,100.30,3173,838825,84517937.00,
532478,UNITED BREWA,A ,Q,1010.00,1020.00,985.00,997.55,997.55,992.20,1408,30540,30793744.00,
532479,ISMT LTD    ,B ,Q,9.50,9.55,9.09,9.09,9.09,9.56,106,62326,567602.00,
532480,ALLAHABAD BK,A ,Q,52.10,53.60,51.10,53.35,53.50,51.75,1732,469848,24641924.00,
532481,NOIDA-TOLL B,B ,Q,12.00,12.33,12.00,12.19,12.19,11.94,29,8885,108295.00,
532482,GRANULES (I),A ,Q,106.95,109.40,106.60,108.75,108.75,106.95,728,69059,7484512.00,
532483,CANARA BANK ,A ,Q,285.00,289.05,277.30,285.85,285.85,283.75,7355,1227275,348642030.00,
532485,BALMER LA.IN,B ,Q,399.00,399.00,386.10,390.00,387.15,391.55,147,9440,3685018.00,
532486,POKARNA LTD ,B ,Q,193.45,195.55,192.95,194.75,192.95,191.60,31,400,77719.00,
532488,DIVI'S LAB. ,A ,Q,1116.00,1122.00,1105.00,1115.55,1115.00,1117.25,350,9247,10300004.00,
532493,ASTRA MICRO ,A ,Q,79.15,82.30,78.20,81.80,81.80,79.00,1311,536118,43006490.00,
532497,RADICOKHAIT ,A ,Q,367.75,382.90,365.95,375.75,375.75,364.55,5424,476939,179811424.00,
532498,SHRMCITYUN  ,A ,Q,2326.00,2351.15,2290.00,2308.25,2290.00,2310.95,169,404,935277.00,
532500,MARUTISUZUK ,A ,Q,9155.00,9230.00,9050.00,9207.85,9207.85,9127.95,2472,17634,161103070.00,
532503,RAJAPAMILLS ,X ,Q,1119.20,1170.00,1119.20,1170.00,1170.00,1155.35,13,257,291592.00,
532504,NAVIN FLUORI,A ,Q,793.55,814.00,793.55,807.15,802.20,801.05,137,1953,1575008.00,
532505,UCOBANK     ,A ,Q,22.80,22.95,22.45,22.85,22.85,22.80,255,41979,952659.00,
532507,BAG FIL MED ,B ,Q,5.15,5.60,5.15,5.49,5.52,5.18,219,107580,583171.00,
532508,JSL         ,B ,Q,92.65,92.65,90.75,91.90,92.25,92.55,509,44095,4043267.00,
532509,SUPRAJIT ENG,B ,Q,292.50,295.50,290.50,294.50,294.00,289.05,61,1992,584585.00,
532511,EXCEL CROP. ,B ,Q,3302.10,3350.00,3298.05,3337.10,3310.00,3345.00,88,480,1594248.00,
532513,TVSELE      ,B ,Q,421.60,432.80,399.00,411.85,411.85,410.00,2388,77568,32408740.00,
532514,INDRA GAS   ,A ,Q,289.05,297.90,289.00,296.55,297.00,289.95,2013,98467,29140156.00,
532515,TV TODAY    ,B ,Q,501.05,506.70,496.10,497.20,497.20,504.20,416,15830,7911462.00,
532518,FLORENCE    ,X ,Q,1870.30,1977.70,1870.00,1936.55,1925.00,1935.00,12,315,592631.00,
532521,PALRED      ,B ,Q,73.15,78.00,73.10,76.75,76.75,73.15,43,2377,181723.00,
532522,PETRONET LNG,A ,Q,232.50,238.00,231.70,236.55,236.55,232.40,1166,62330,14658121.00,
532523,BIOCON LTD. ,A ,Q,602.50,612.90,602.50,606.90,606.90,605.95,1540,74369,45248184.00,
532524,PTC INDIA   ,A ,Q,93.70,97.55,93.10,97.30,97.30,94.20,722,120805,11571645.00,
532525,BANK MAHA   ,B ,Q,14.70,14.70,14.05,14.30,14.30,14.20,235,105567,1500615.00,
532527,RK FORGINGS ,B ,Q,826.85,841.00,820.00,837.60,838.95,833.20,74,529,442013.00,
532528,DATAM GLOB  ,B ,Q,110.70,115.00,110.70,112.70,112.70,111.00,379,20898,2373789.00,
532529,NDTV        ,B ,Q,45.15,46.20,43.30,44.80,45.00,45.10,36,7749,345558.00,
532531,STAR        ,A ,Q,634.00,674.80,628.60,664.05,664.05,653.10,3247,86980,57815848.00,SA
532532,JAIPRA      ,A ,Q,19.85,20.60,19.20,20.45,20.45,19.90,4211,6918012,137652606.00,
532538,ULTRATECH CM,A ,Q,3966.00,3980.00,3924.45,3949.15,3949.15,3965.80,291,3297,12991837.00,
532539,MINDA IND   ,B ,Q,1164.45,1164.45,1120.55,1133.00,1149.45,1132.05,142,2348,2665072.00,
532540,TCS LTD.    ,A ,Q,2941.00,2961.35,2927.00,2949.70,2949.70,2957.15,1200,21207,62460741.00,
532541,NIITTECH    ,A ,Q,879.25,911.80,873.45,902.75,900.00,879.10,2617,80858,72816589.00,
532543,GULFPETRO   ,B ,Q,78.70,79.50,78.50,79.30,79.50,79.45,31,2818,222432.00,
532548,CENTURYPLY  ,A ,Q,350.00,354.95,350.00,353.65,351.25,348.80,454,20119,7097645.00,
532553,WELENT      ,B ,Q,152.40,153.15,149.70,150.90,150.90,153.25,548,51325,7796417.00,
532555,NTPC LTD    ,A ,Q,169.00,169.50,167.30,169.10,169.10,168.70,440,35610,6001066.00,
532604,SALSTEEL    ,B ,Q,8.40,8.65,8.06,8.55,8.60,8.48,116,49382,414928.00,
532605,JBM AUTO    ,B ,Q,432.95,446.00,427.90,434.30,434.30,432.00,626,11774,5148219.00,
532609,BHARATIDIL  ,Z ,Q,5.36,5.38,5.12,5.31,5.38,5.20,20,14571,76087.00,
532610,DWAR SUGAR  ,B ,Q,25.90,26.30,25.70,26.00,26.00,26.00,691,205530,5338608.00,
532612,INDOCO REM  ,B ,Q,227.60,231.95,222.25,230.10,230.70,224.75,195,7879,1808154.00,
532613,VIPCLOTHNG  ,B ,Q,63.60,65.10,63.00,63.50,63.50,62.15,338,56104,3595029.00,
532614,IMPEX       ,T ,Q,1.04,1.04,1.04,1.04,1.04,1.06,2,2300,2392.00,
532616,XCHANGING   ,B ,Q,59.20,60.65,59.10,59.95,59.85,59.50,15,1178,70583.00,
532617,JETAIRWAYS  ,A ,Q,623.00,623.75,612.00,620.80,620.80,625.00,3447,235092,145230592.00,
532621,MORARJETEX  ,B ,Q,43.10,43.90,43.10,43.90,43.90,43.30,14,1089,47447.00,
532622,GATEWAY DIST,A ,Q,181.15,189.25,181.15,186.40,186.00,182.45,113,5342,991902.00,
532624,JINDALPH    ,B ,Q,56.00,58.90,54.80,57.15,57.15,56.80,33,551,30778.00,
532626,PONDY OXIDES,X ,Q,525.00,532.00,520.45,530.80,529.00,529.45,136,5616,2972209.00,
532627,JPPOWER     ,B ,Q,4.89,4.99,4.76,4.90,4.90,4.84,3121,1680433,8153845.00,
532628,3I INFOTECH ,B ,Q,5.35,5.35,5.13,5.29,5.29,5.35,309,679352,3558068.00,
532629,MCNALLYB    ,B ,Q,66.00,66.00,62.10,63.85,63.90,64.75,17,3856,248119.00,
532630,GOKALDAS    ,B ,Q,93.00,93.35,90.45,91.70,92.00,93.45,155,13691,1255489.00,
532633,ALLSEC TECH ,B ,Q,343.00,343.10,340.00,340.00,340.00,347.45,9,52,17759.00,
532636,IIFL        ,A ,Q,733.95,744.00,720.00,730.95,728.00,737.00,440,9939,7247932.00,
532637,MAN DRUGORG ,B ,Q,175.40,177.95,173.55,176.25,177.00,174.40,154,5980,1052485.00,
532638,SHOPPER STOP,A ,Q,550.00,565.00,549.45,554.25,554.25,554.55,729,29683,16524898.00,
532641,NDL         ,B ,Q,134.15,135.15,133.15,134.90,133.95,136.00,57,2257,302706.00,
532642,JSWHL       ,B ,Q,1802.50,1814.90,1799.10,1805.00,1805.00,1802.00,11,65,117256.00,
532644,JK CEMENT   ,B ,Q,989.15,993.85,975.00,977.05,975.00,987.95,126,2108,2065424.00,
532646,UNIPLY IND  ,B ,Q,407.00,409.00,395.80,405.95,402.00,398.90,125,2966,1202315.00,
532647,PROVOGUE IND,B ,Q,4.65,4.95,4.61,4.89,4.89,4.62,37,30756,148675.00,
532648,YES BANK    ,A ,Q,313.20,316.00,311.90,314.20,314.20,312.85,5346,1348657,423053033.00,
532649,NECTAR LIFE ,B ,Q,29.30,29.30,28.60,28.90,28.75,28.90,154,27487,796814.00,
532650,MSP STEEL   ,B ,Q,18.20,18.95,17.45,18.35,18.50,18.00,26,7505,137744.00,
