SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
524440,CAMEX LTD   ,XT,Q,36.90,36.95,36.90,36.90,36.90,36.90,17,3603,133030.00,
524444,KAVITIND    ,X ,Q,18.60,19.50,18.00,19.50,19.50,18.40,98,38400,717675.00,
524470,SYNCOM FORM.,ST,Q,0.89,0.93,0.89,0.93,0.93,0.89,28,117718,109437.00,
524480,RIDHI SIDHI ,X ,Q,623.40,630.00,623.35,628.90,625.00,627.45,15,450,282076.00,
524494,IPCA LAB LTD,A ,Q,672.55,682.15,670.50,676.40,673.00,669.40,540,12730,8609168.00,
524500,KILITCH DRUG,B ,Q,93.00,93.00,88.00,91.25,91.50,92.15,148,11138,1014035.00,
524506,CORAL LAB.  ,X ,Q,595.00,607.45,594.00,594.05,594.00,592.00,10,359,213907.00,
524518,KREBS BIOCHM,T ,Q,182.50,182.50,172.15,182.50,182.50,174.10,6,213,38827.00,
524520,KMC SHIL    ,X ,Q,19.65,19.75,19.05,19.50,19.50,19.10,79,16187,316748.00,
524522,LAFFANS PETR,X ,Q,26.80,26.80,25.95,26.10,26.10,26.45,9,880,23111.00,
524542,SUKJIT STRCH,X ,Q,501.00,510.10,501.00,508.25,509.00,511.05,7,84,42680.00,
524558,NEULAND LAB.,B ,Q,720.00,731.25,720.00,728.50,722.00,721.40,47,670,485445.00,
524570,PODDAR PIGM.,B ,Q,283.00,284.50,277.05,284.30,282.05,280.75,25,244,69184.00,
524576,VIVID IND   ,X ,Q,46.10,46.10,46.10,46.10,46.10,47.00,3,400,18440.00,
524580,PRIYA LTD.  ,X ,Q,41.00,43.20,41.00,43.20,43.20,41.15,5,790,33468.00,
524582,TIRUPATI STA,XT,Q,36.10,36.25,36.10,36.25,36.25,37.95,6,650,23480.00,
524594,ASHOK-ALCO  ,X ,Q,103.30,108.55,103.30,107.85,107.85,103.40,52,2834,304059.00,
524598,AKSHARCHEM I,B ,Q,598.00,612.85,598.00,609.75,612.85,603.35,32,518,314634.00,
524606,BERYL DRUGS ,XT,Q,12.26,12.50,12.26,12.28,12.26,12.90,9,655,8078.00,
524610,RATHI GRAPH.,X ,Q,11.52,12.59,11.52,12.22,11.86,12.47,14,5200,63914.00,
524624,GAGAN GASES ,XT,Q,8.68,9.10,8.68,8.68,8.68,9.13,6,221,2002.00,
524632,SHUKRAPHAR  ,X ,Q,65.00,65.00,62.05,65.00,65.00,62.05,6,119,7712.00,
524634,ALU FLUORIDE,X ,Q,111.95,111.95,107.00,111.30,111.30,107.20,82,3910,428592.00,
524640,ARCHITORG   ,X ,Q,43.00,43.00,40.50,42.50,42.50,40.40,20,2402,101215.00,
524648,INDO AMINES ,X ,Q,87.00,88.00,86.20,87.25,87.50,87.20,64,7390,642899.00,
524652,IND.SWIFT LT,B ,Q,7.53,7.59,7.21,7.45,7.45,7.33,5,556,4171.00,
524654,NATURAL CAPS,X ,Q,111.00,119.95,111.00,111.25,111.25,110.00,4,20,2270.00,
524663,BH.IMMUN&BIO,SS,Q,20.80,21.95,20.50,21.25,21.25,20.25,31,11794,249160.00,
524667,SOTL        ,B ,Q,1482.75,1482.75,1434.75,1441.00,1441.00,1442.95,10,20,28811.00,
524669,HESTER BISC ,B ,Q,1759.00,1825.00,1721.00,1734.65,1734.65,1742.05,320,2330,4153837.00,
524687,BASANT AGRO ,X ,Q,6.87,7.28,6.87,7.15,7.15,6.95,61,31414,223492.00,
524689,PARENT.DRUGS,T ,Q,18.15,18.15,17.55,17.70,18.05,17.30,9,970,17567.00,
524699,KILBURN CHEM,X ,Q,104.50,109.00,102.00,104.35,105.00,101.05,17,923,96469.00,
524703,SANDU PHARMA,XT,Q,32.00,32.00,32.00,32.00,32.00,31.80,2,1118,35776.00,
524709,NACLIND     ,B ,Q,44.10,45.00,42.00,44.40,44.40,44.55,116,13087,569264.00,
524711,VISTA PHARMA,X ,Q,40.00,41.45,40.00,40.80,40.75,40.45,76,18912,767373.00,
524715,SUN PHARMA. ,A ,Q,506.00,515.20,506.00,512.40,512.40,507.80,2753,216601,110892176.00,
524717,TITAN BIOTEC,XT,Q,65.00,65.00,62.05,62.05,62.05,65.00,7,445,27951.00,
524727,SDL         ,X ,Q,37.95,41.40,36.00,40.95,40.95,34.55,19,2043,82472.00,
524731,JENBURKT PH.,X ,Q,689.50,710.00,680.00,705.80,709.80,687.25,97,2950,2054551.00,
524735,HIKAL LTD.  ,B ,Q,224.50,226.45,218.00,224.80,224.80,222.50,1433,65719,14664384.00,
524742,CAPLIN POINT,B ,Q,597.00,622.55,597.00,605.70,605.70,602.95,620,6887,4198666.00,
524748,LINK PHARMA ,X ,Q,29.65,32.40,29.65,32.40,32.40,30.80,9,1800,57830.00,
524752,COMBAT DRUGS,XT,Q,18.25,18.25,18.25,18.25,18.25,19.20,4,850,15512.00,
524758,WINTAC LTD  ,XT,Q,207.95,219.25,198.45,218.50,218.50,208.85,11,605,125131.00,
524764,NUTRA       ,SS,Q,32.65,32.65,29.10,31.70,31.95,31.50,42,12570,389767.00,
524768,EMMESSAR BIO,X ,Q,30.95,30.95,26.65,30.75,30.75,29.30,6,314,8878.00,
524774,NGL FINE CHM,X ,Q,475.00,475.00,440.20,457.85,456.00,452.45,59,2182,990627.00,
524790,EVEREST ORG.,X ,Q,120.10,127.00,116.30,116.50,116.30,119.40,35,676,79845.00,
524804,AUROB.PHARMA,A ,Q,593.20,622.35,593.20,619.75,618.00,599.25,3634,212379,130212097.00,
524808,PHYTOCHEM I.,X ,Q,65.90,65.90,61.55,63.40,63.40,62.80,32,1594,100865.00,
524816,NATCO PHARM ,A ,Q,770.20,782.55,770.20,779.85,780.00,770.90,388,14761,11486286.00,
524818,DYNAMIC IND.,X ,Q,82.25,86.00,82.25,84.10,85.30,85.45,16,913,76990.00,
524820,PANAMA PETRO,B ,Q,213.00,216.70,210.50,211.20,210.50,215.70,48,1495,319243.00,
524824,BAL PHARMA  ,B ,Q,83.30,84.75,82.50,84.00,84.75,83.60,28,2043,171231.00,
524828,BDH INDUS.  ,XT,Q,71.10,76.60,69.35,74.85,74.85,73.00,20,2822,208204.00,
526001,JAUS POLYMER,XT,Q,24.55,24.55,24.55,24.55,24.55,24.55,1,3,73.00,
526027,CUBEX TUBING,T ,Q,19.55,19.55,19.55,19.55,19.55,18.65,3,101,1974.00,
526043,POLYMECH.MCH,X ,Q,37.95,40.00,37.95,39.75,39.75,36.65,16,700,27238.00,
526081,SCAGRO      ,XT,Q,3.17,3.17,3.17,3.17,3.17,3.02,5,240,760.00,
526093,SATVAH.ISPAT,B ,Q,17.05,17.55,16.50,17.00,16.85,17.45,70,15698,265517.00,
526095,RAVILEELA GR,P ,Q,21.85,21.85,21.85,21.85,21.85,22.95,1,100,2185.00,
526113,UNIROYAL MAR,XT,Q,13.74,13.74,13.74,13.74,13.74,13.74,1,200,2748.00,
526117,SHERVANI IND,X ,Q,637.90,637.90,586.00,623.60,629.50,608.35,44,341,208533.00,
526133,SUPERTEX IND,X ,Q,6.95,6.95,6.63,6.63,6.63,6.97,4,110,761.00,
526137,SHETRON LTD ,X ,Q,54.00,56.00,54.00,55.40,55.40,55.40,27,2631,145909.00,
526139,TRANSGENE BI,XT,Q,2.11,2.21,2.07,2.21,2.21,2.11,18,14353,31331.00,
526143,MPL         ,XT,Q,15.85,16.10,15.85,16.10,16.10,15.35,49,6948,111341.00,
526159,NIKHIL ADHSV,X ,Q,240.00,248.00,234.20,240.00,240.00,245.90,13,216,51370.00,
526169,MULTIBASE I ,X ,Q,594.00,619.90,592.25,615.75,619.90,612.25,105,2694,1649092.00,
526173,ANDREW YULE ,B ,Q,30.05,31.15,30.05,30.50,30.50,30.40,549,237380,7250852.00,
526179,LUDOLOW JUTE,X ,Q,90.00,91.50,88.50,89.65,90.40,89.40,87,6999,629771.00,
526187,ASHRAM ONLIN,XT,Q,2.05,2.15,2.05,2.15,2.15,2.05,3,302,649.00,
526193,ROYAL CUSHIO,XT,Q,8.15,8.15,8.14,8.15,8.15,7.77,10,4500,36674.00,
526225,BLOOM DEKOR ,X ,Q,50.00,50.00,49.45,49.45,49.45,48.00,2,153,7579.00,
526227,FILATEX INDI,B ,Q,181.70,184.80,180.05,181.00,181.00,182.60,164,8350,1518922.00,
526235,MERCATOR    ,B ,Q,34.75,35.20,34.60,34.80,34.80,35.10,343,128363,4479668.00,
526241,AMRAPALI IND,X ,Q,5.05,5.30,4.61,4.98,4.66,5.05,8,2552,13361.00,
526247,PREMIER EXPL,B ,Q,346.65,357.70,346.65,355.50,357.70,349.10,22,228,80616.00,
526263,MOLD-TEK TEC,B ,Q,57.80,57.80,52.00,52.50,52.50,52.80,9,928,48889.00,
526269,CRESTCHEM LT,XT,Q,12.00,12.00,12.00,12.00,12.00,12.50,4,1000,12000.00,
526285,DIVYAJYOTI I,X ,Q,7.97,7.97,7.97,7.97,7.97,7.60,2,512,4080.00,
526299,MPHASIS LTD ,A ,Q,875.45,994.05,875.45,918.15,908.25,872.30,3986,72840,68228985.00,
526315,DIVYA.GRANIT,XT,Q,91.60,98.90,91.60,98.00,98.00,96.40,15,2009,196288.00,
526325,ORIENT PRESS,B ,Q,283.00,285.00,280.00,280.10,280.00,273.00,192,5421,1528902.00,
526355,DURO PACK   ,XT,Q,19.95,19.95,19.95,19.95,19.95,19.95,1,100,1995.00,
526365,SWARNASA    ,X ,Q,18.50,18.50,16.90,17.40,17.70,17.70,41,33155,566494.00,
526367,GANESH HSG. ,B ,Q,139.30,141.00,137.10,137.80,137.10,137.85,301,24812,3440809.00,
